Order No,Time from Pickup to Arrival
Order_No_8525,6378271.378376907
Order_No_17074,5657700.609310762
Order_No_1575,5865972.208452795
Order_No_27416,7784735.50682628
Order_No_17928,3373893.2401022627
Order_No_25844,4677333.622982868
Order_No_28219,4261130.233490739
Order_No_5834,5468741.84856211
Order_No_17961,4646632.9600068275
Order_No_19843,3652292.261789463
Order_No_26057,3742325.668905407
Order_No_27745,4133830.2717901333
Order_No_12077,4781937.389242403
Order_No_5095,3541713.650459737
Order_No_26747,5597824.13841526
Order_No_7447,4971056.392628703
Order_No_22732,3366324.593108135
Order_No_9551,4146936.2811493264
Order_No_4653,3807194.3981240517
Order_No_12156,5054537.417039507
Order_No_20168,4925074.624034466
Order_No_24759,3843323.8281028345
Order_No_26937,6039968.96017146
Order_No_5369,6020060.603145633
Order_No_24924,5371386.184206122
Order_No_27356,6063797.6107900655
Order_No_7952,4129172.947188449
Order_No_22181,3543122.2139827698
Order_No_18977,5794513.179050338
Order_No_26437,7193667.862709365
Order_No_7097,3862641.3647112413
Order_No_3772,4462750.661837432
Order_No_24319,5301504.70229071
Order_No_7090,5534407.233073823
Order_No_12113,5092955.880317104
Order_No_3519,5299727.512592283
Order_No_21226,3134604.033749453
Order_No_18241,5897247.388185172
Order_No_3566,6300866.655947405
Order_No_14248,5514773.443531123
Order_No_7935,6290706.816474877
Order_No_2234,5922930.513877103
Order_No_23319,5898752.607058685
Order_No_11981,3519874.0342779327
Order_No_14978,5827934.481101087
Order_No_13171,4028643.3291450394
Order_No_26015,3671501.3298893706
Order_No_1154,4680846.01655822
Order_No_26462,6280327.396148387
Order_No_17819,5802475.435947256
Order_No_10300,5086199.363094323
Order_No_4533,5796087.798792195
Order_No_7104,3740298.237897997
Order_No_16206,5639608.431426559
Order_No_13889,3721824.489390703
Order_No_18444,3665173.717641266
Order_No_21792,5449171.7706511775
Order_No_24255,4981601.548206084
Order_No_27063,5813606.7637460595
Order_No_10003,3644115.819030407
Order_No_8836,3855461.757700162
Order_No_2406,3881774.9243858936
Order_No_15818,5515016.751145239
Order_No_27995,3944296.7219234663
Order_No_17360,5090456.452659882
Order_No_15051,5861635.41908746
Order_No_14458,5963512.352323757
Order_No_12931,4272269.6322695
Order_No_3631,4387381.633841361
Order_No_23636,3640784.2978442684
Order_No_678,4988586.363790066
Order_No_549,4115628.179738907
Order_No_7092,4355247.230474751
Order_No_5967,4678474.437378085
Order_No_18450,4466621.389875164
Order_No_12845,6358994.0512434235
Order_No_25866,4062266.0530579695
Order_No_2342,6548566.567834688
Order_No_13579,6297354.188856944
Order_No_10292,6611619.269558376
Order_No_16012,5563854.143631954
Order_No_22655,5792670.681819099
Order_No_3958,4099757.7747879033
Order_No_7535,6187869.426301936
Order_No_11217,5946328.4722469505
Order_No_472,5190631.922206332
Order_No_20852,4109722.993964211
Order_No_1885,4988340.077337944
Order_No_2795,4343305.538546815
Order_No_6835,5386954.897927196
Order_No_25677,3360059.5464376053
Order_No_22423,6177268.751973137
Order_No_23102,5884791.2522165105
Order_No_24580,3849000.2691939683
Order_No_11954,4501843.283759797
Order_No_3081,3880288.0745625594
Order_No_9880,3591259.3448469075
Order_No_12450,5469094.471529367
Order_No_12704,4682466.170610113
Order_No_234,3772401.5646120906
Order_No_10670,4172278.924483574
Order_No_27603,6039782.836321296
Order_No_17659,4688552.128616354
Order_No_23885,5763112.856771887
Order_No_7495,6156325.51722955
Order_No_19741,5652444.696389259
Order_No_3644,3387408.2918230393
Order_No_28152,4432560.174675798
Order_No_25058,4868332.686135553
Order_No_27091,5348441.326575042
Order_No_17750,5153826.262936804
Order_No_24835,4863192.823388973
Order_No_10952,6213347.325907197
Order_No_16463,4263228.3601141125
Order_No_27305,4455515.244465398
Order_No_19587,3948107.8276345003
Order_No_19145,4527230.142412529
Order_No_554,3953395.016446976
Order_No_1647,6186921.062440598
Order_No_479,6233419.145312504
Order_No_12031,5193007.8252649205
Order_No_27498,4782498.858800365
Order_No_8903,3746777.5160475266
Order_No_7737,5439996.041825437
Order_No_4251,4521333.332336534
Order_No_12529,5667931.992225267
Order_No_17648,4142766.0333176125
Order_No_12235,4709295.11706477
Order_No_17347,4659207.523867313
Order_No_11922,4398238.296210034
Order_No_13506,4105331.665122333
Order_No_22662,5742424.835292478
Order_No_13782,4552621.305790643
Order_No_17577,7010333.0277855545
Order_No_10399,4552034.591176901
Order_No_14826,4845734.827224633
Order_No_20423,4100175.0288260365
Order_No_23805,5964506.112693004
Order_No_5284,5828472.213685818
Order_No_6916,6359986.390804066
Order_No_20658,4942788.8304263465
Order_No_2306,4005688.2768031894
Order_No_20110,4328880.34373931
Order_No_18605,6313760.380921792
Order_No_15600,7352738.232562717
Order_No_19531,5587223.900768988
Order_No_21295,4898641.036986178
Order_No_25716,3391006.8164807563
Order_No_17601,3881649.985395455
Order_No_2925,5171321.054489281
Order_No_23487,5142711.500851831
Order_No_12734,3463180.9482818497
Order_No_5873,4450327.566745384
Order_No_12794,5891464.171493471
Order_No_8049,4702937.706762492
Order_No_17490,4682411.983523113
Order_No_10614,5113989.422240144
Order_No_4824,5187094.3816781845
Order_No_24588,5712402.780795315
Order_No_21292,4257609.798408737
Order_No_23938,6008529.699487465
Order_No_1223,4503413.421762215
Order_No_28260,4972952.0057696495
Order_No_10382,5467952.340229235
Order_No_8094,5554695.115951707
Order_No_22791,4640067.590789494
Order_No_23043,4424776.671087339
Order_No_22327,4555205.592525929
Order_No_6511,5639936.697512936
Order_No_6949,6149360.442626523
Order_No_24177,3662399.221324482
Order_No_15240,3129136.216461839
Order_No_11527,5693706.406520323
Order_No_14798,4626207.463492455
Order_No_21343,5478015.213681928
Order_No_26153,5718764.864689864
Order_No_11385,6177143.269646477
Order_No_11815,5663857.855802705
Order_No_10338,5943668.356360543
Order_No_9568,4678795.21248193
Order_No_21753,7427735.084707038
Order_No_18201,5611410.252223276
Order_No_11384,5159015.98570178
Order_No_15832,4682227.999473311
Order_No_1136,5493780.420264153
Order_No_21282,5022874.973295902
Order_No_13379,3675817.9184014583
Order_No_12783,4282576.487573971
Order_No_16297,5324132.505902454
Order_No_8324,4172426.635840918
Order_No_19775,5332460.141475952
Order_No_3837,5010731.402915963
Order_No_5688,6526014.621735563
Order_No_13967,4414110.791965321
Order_No_24959,4443343.6495561795
Order_No_12360,4734643.51377458
Order_No_19760,4786725.271203334
Order_No_16947,6142998.206540933
Order_No_25413,5756976.158723874
Order_No_4363,4011697.2167642554
Order_No_18785,4247376.441072995
Order_No_14316,5598283.458515528
Order_No_17296,4332218.423244442
Order_No_3219,5394273.47538473
Order_No_2096,4392385.172805572
Order_No_12246,4922619.616826578
Order_No_28182,5799794.586333634
Order_No_19528,5801269.383628799
Order_No_19909,4291981.209120276
Order_No_20973,4639462.962964283
Order_No_12008,6236664.641188772
Order_No_17770,6285048.670291336
Order_No_21323,4299312.963464677
Order_No_3091,4298823.936527124
Order_No_17938,4391791.662448072
Order_No_1560,5117151.04235254
Order_No_25826,5428657.055298934
Order_No_21412,5522112.700351165
Order_No_22025,4300917.078298552
Order_No_25870,5332222.454952604
Order_No_12973,6497068.611466829
Order_No_24096,5751314.781302517
Order_No_12104,5184252.577454009
Order_No_10590,6264958.134381967
Order_No_7154,3947788.1372119975
Order_No_3532,3756333.894275291
Order_No_16712,3463424.5099913236
Order_No_7008,3419117.6675496385
Order_No_14308,5834561.025253985
Order_No_4536,3377089.050992042
Order_No_20413,6995736.525520961
Order_No_20959,6156105.439819811
Order_No_24494,5699520.355703273
Order_No_2425,4779220.075735315
Order_No_23312,5436331.1287118085
Order_No_2170,4217616.238449969
Order_No_25397,3739103.673819703
Order_No_8283,4187800.8253509533
Order_No_11883,6725908.573089943
Order_No_26493,4565972.778583377
Order_No_8519,4750491.310396517
Order_No_13553,6242579.719717109
Order_No_17641,4413292.905199022
Order_No_23512,5395221.109489614
Order_No_19729,5949686.60652499
Order_No_25779,4499460.839630502
Order_No_20549,4602907.5379068125
Order_No_7177,5187366.554112524
Order_No_2176,5453225.36897166
Order_No_26543,4342893.124945034
Order_No_17275,4206454.515753878
Order_No_8090,6029831.7901955
Order_No_3055,4342721.880558705
Order_No_4372,4696343.323173407
Order_No_27534,4110559.6487444094
Order_No_25791,4114630.1719871447
Order_No_25941,3868708.666815983
Order_No_24079,5356624.708089694
Order_No_11323,4209809.443441753
Order_No_8057,3586830.953577404
Order_No_4136,4393152.3253653785
Order_No_18411,4441101.946315175
Order_No_2300,4718022.008714206
Order_No_3915,5376014.343617205
Order_No_3775,4640429.607335411
Order_No_10050,4095779.0728436285
Order_No_19129,4082882.0886593466
Order_No_25456,4227678.404940551
Order_No_13259,5601039.370501395
Order_No_9086,5206007.729809795
Order_No_27475,6577729.094179492
Order_No_9491,5878191.539721674
Order_No_6509,5818240.135922081
Order_No_24629,6287643.953271751
Order_No_1467,4140846.726456181
Order_No_17860,4557999.981645353
Order_No_2709,5507971.886261297
Order_No_571,4220431.773604249
Order_No_6665,3915095.5399392312
Order_No_8495,4289964.480971079
Order_No_14486,6207176.557575366
Order_No_12484,4256170.06084916
Order_No_10051,3461923.248647833
Order_No_12487,5775838.72624743
Order_No_21743,5662148.10347993
Order_No_9851,4230811.057788654
Order_No_12917,3583649.235551688
Order_No_2842,5841678.34248987
Order_No_27776,4191680.826377263
Order_No_27853,3397188.070922885
Order_No_2587,5504930.621479159
Order_No_27735,5985265.275032492
Order_No_4689,5201973.284015558
Order_No_3102,4755257.6099184165
Order_No_24656,3341241.6320584835
Order_No_21446,5057196.322032848
Order_No_11721,3970102.2715243152
Order_No_24800,5088415.405350014
Order_No_22601,5979361.460713347
Order_No_7060,3732792.874715465
Order_No_22701,6786443.214568467
Order_No_5820,6486807.136452521
Order_No_15005,4819682.569347889
Order_No_5535,4793275.6756319
Order_No_5216,5977847.92056706
Order_No_13760,4916598.396167488
Order_No_8222,5827218.710700343
Order_No_2961,3517323.092238981
Order_No_8560,3820322.359373425
Order_No_22081,4141077.2235664087
Order_No_1325,6030128.454791477
Order_No_8172,4440896.635745617
Order_No_16061,6720714.220930607
Order_No_17201,5688472.9368274445
Order_No_5822,4784287.753411755
Order_No_3389,5147509.682946014
Order_No_16366,3770409.778666725
Order_No_10717,5679652.865945943
Order_No_1735,3779518.9754479188
Order_No_26433,3880875.858384017
Order_No_21045,6991211.915864404
Order_No_12836,4608861.424700103
Order_No_19357,3688669.831099252
Order_No_14830,3831317.1597992335
Order_No_11483,5707425.632474352
Order_No_27797,4218558.126277042
Order_No_8020,5688665.823503802
Order_No_22818,3715747.640006226
Order_No_11590,4517963.895742917
Order_No_26019,4345684.150886461
Order_No_27115,6156729.330121459
Order_No_94,4098073.7036293
Order_No_6844,4212733.429715597
Order_No_147,4734309.308793104
Order_No_1765,6078735.457888011
Order_No_15502,4514266.484048601
Order_No_21510,4264742.250389761
Order_No_14803,6104210.440530128
Order_No_773,5092797.8900551675
Order_No_19141,3872160.2029546867
Order_No_26540,4353488.979692696
Order_No_6817,6403098.103517748
Order_No_13014,3295628.737067764
Order_No_25957,5072802.653850818
Order_No_24376,4033022.184853098
Order_No_7636,3839153.8023492224
Order_No_12943,5482456.452526455
Order_No_17976,5992425.509390004
Order_No_14942,3770420.3999185935
Order_No_12432,6815248.043289637
Order_No_19339,5058241.156883411
Order_No_8288,5918646.298472217
Order_No_9746,5008694.434042949
Order_No_128,5670303.643330181
Order_No_13299,4023631.4708076334
Order_No_8365,6250605.135839918
Order_No_8004,5998681.095969297
Order_No_17863,5681596.200672931
Order_No_21540,5594944.646589479
Order_No_10620,4299810.89596371
Order_No_27993,6310055.347338235
Order_No_155,5654567.982968491
Order_No_20678,5350933.384000756
Order_No_17221,5677982.548430816
Order_No_23173,5015128.424433749
Order_No_10653,6664420.977654659
Order_No_10040,5612809.00022235
Order_No_3722,3679502.3795574275
Order_No_27264,5041144.915087921
Order_No_10647,5298645.708955814
Order_No_6757,4680680.236508095
Order_No_20300,5588170.3384347
Order_No_25311,5284595.194696871
Order_No_19737,6815642.557826572
Order_No_10018,5082659.384749278
Order_No_9716,3769448.5874125194
Order_No_1517,4308061.850038382
Order_No_8878,5157806.52933995
Order_No_18290,3769994.3323729895
Order_No_20734,5590348.692474864
Order_No_12964,4290870.474059097
Order_No_7467,6114434.912626985
Order_No_5946,3391507.965905244
Order_No_23678,6141755.988301887
Order_No_10682,5728864.822616439
Order_No_9508,4927462.976324691
Order_No_11985,4398534.384213416
Order_No_8941,5916196.962965027
Order_No_7459,6248847.049138082
Order_No_28257,5461387.477812359
Order_No_11680,3763456.641636684
Order_No_18768,6755617.478377172
Order_No_116,3690521.7455193703
Order_No_4833,4049684.3633080316
Order_No_5011,5832493.141022886
Order_No_11447,5044133.097422004
Order_No_26607,3947841.8915303177
Order_No_8389,3416072.0603102655
Order_No_1761,5515109.331053382
Order_No_13061,5414935.71161966
Order_No_14998,3948658.973666686
Order_No_12617,4973914.62971766
Order_No_2567,5517396.093780186
Order_No_26883,5497338.534714509
Order_No_21336,5658725.197641948
Order_No_19847,4225773.3406859
Order_No_10818,5619943.1355666565
Order_No_9580,3926062.0047690407
Order_No_9908,4237916.945812518
Order_No_22816,3444809.593025518
Order_No_1965,4651821.536749995
Order_No_17461,4665157.69430137
Order_No_2884,6442341.682598638
Order_No_14161,4010973.467747262
Order_No_24813,7194636.610385085
Order_No_28126,4123937.1313587725
Order_No_12934,5422819.9215319585
Order_No_3398,3465817.1354188365
Order_No_24642,4570033.890096776
Order_No_28255,5765213.703193703
Order_No_8068,4221716.923420578
Order_No_7293,5973348.225583423
Order_No_20057,7351721.9294868335
Order_No_14947,6488560.769562967
Order_No_22432,5215138.73308086
Order_No_26537,6003624.021141872
Order_No_7955,4856416.481033443
Order_No_25344,6172637.97134184
Order_No_12168,6478770.879853181
Order_No_16304,4427409.702626153
Order_No_14972,5222977.049466678
Order_No_11376,4810408.48305136
Order_No_22089,5653527.369752381
Order_No_6425,6554806.236369974
Order_No_21874,4098265.6266357754
Order_No_25322,4772663.278713036
Order_No_7691,4685049.491773562
Order_No_985,3862809.517885679
Order_No_10753,4859561.060723096
Order_No_14429,4857904.237522575
Order_No_964,5479047.659462577
Order_No_14102,5190554.479975667
Order_No_14939,6419903.842535623
Order_No_12465,3739343.789736007
Order_No_26012,6642774.394494068
Order_No_4691,6940845.547816006
Order_No_5405,6565315.799086131
Order_No_18073,3310712.955699706
Order_No_15971,3954537.785069796
Order_No_26220,4044315.2319182623
Order_No_20891,5502256.596544503
Order_No_20217,5806928.066687723
Order_No_18180,3676230.5174201876
Order_No_14394,5210046.11933484
Order_No_18459,4127934.42389531
Order_No_19025,5153693.666702623
Order_No_9928,4627727.374638016
Order_No_3250,6600321.028875956
Order_No_5467,4519674.139955474
Order_No_25946,4769165.9284750745
Order_No_11038,5933994.7111842735
Order_No_24616,5236547.284151593
Order_No_15685,5905258.6047571665
Order_No_21637,4476105.379602739
Order_No_13016,4882085.170282185
Order_No_19405,3961751.03188635
Order_No_7396,4724984.336872542
Order_No_10522,5390516.642519454
Order_No_23783,4724697.750261423
Order_No_14350,5160298.335292362
Order_No_12221,3911084.6193572152
Order_No_13350,3277850.6178437555
Order_No_6184,3679274.29811028
Order_No_26808,5226300.378608763
Order_No_18679,5760401.125559134
Order_No_533,3944462.5583761423
Order_No_3329,4009054.568357192
Order_No_13901,5708315.304780468
Order_No_27215,5582762.548217555
Order_No_21157,5761725.949227078
Order_No_26064,4572553.091227947
Order_No_8053,4400158.390541664
Order_No_9684,4979371.330027484
Order_No_15441,4478644.47709994
Order_No_7596,4152942.537620315
Order_No_16033,5677160.0176716
Order_No_22704,4906610.998704442
Order_No_11082,4948948.729956198
Order_No_20555,5447477.360637121
Order_No_4249,5311753.619947386
Order_No_21398,5739006.563976326
Order_No_3987,4847820.055374237
Order_No_16561,4565978.894407426
Order_No_21784,4736368.077975098
Order_No_18814,5149702.286936862
Order_No_1323,5722486.862067338
Order_No_6216,6322991.434373933
Order_No_19606,4820288.708619374
Order_No_27011,3850466.163666412
Order_No_10232,5788335.292182226
Order_No_13768,4941879.762182628
Order_No_21814,4582870.219265012
Order_No_9314,3893794.329214559
Order_No_11885,4578958.202189112
Order_No_11269,5066035.952217467
Order_No_21808,6169070.596415887
Order_No_8139,4671311.087322811
Order_No_14734,4337146.004828911
Order_No_24663,4710919.785793623
Order_No_2771,5003685.232129251
Order_No_19320,3277956.565755374
Order_No_5742,6135672.608865625
Order_No_22365,3709270.022197267
Order_No_20523,4315880.258134909
Order_No_264,4457690.27720401
Order_No_12085,6092674.950181426
Order_No_18614,4305571.246708656
Order_No_4137,7280120.335018634
Order_No_26869,4567301.221715018
Order_No_10805,4324837.113508658
Order_No_13347,4617033.663752237
Order_No_16315,3473027.7380581438
Order_No_27028,4240757.241634369
Order_No_13961,5810883.097916316
Order_No_18346,4738180.709458142
Order_No_12219,5205004.608040785
Order_No_8263,5140828.881928417
Order_No_26400,6436631.626308384
Order_No_19640,3546676.3758307374
Order_No_7187,5379986.025447069
Order_No_25867,4941395.900284357
Order_No_16627,4420670.774968121
Order_No_19347,6385242.276067465
Order_No_10017,3944992.3683245014
Order_No_22789,5061874.108631009
Order_No_17842,4165010.4858353073
Order_No_25360,3468548.6039430597
Order_No_2698,4870434.532400552
Order_No_22603,6107675.317491509
Order_No_10375,4553114.121050241
Order_No_23854,3560389.316831827
Order_No_25160,4228945.6059268555
Order_No_16136,4794736.3132750355
Order_No_575,4905345.977671112
Order_No_21499,3807186.7280526906
Order_No_4872,5048674.473925598
Order_No_9822,4792470.297064267
Order_No_13524,5578838.169596905
Order_No_15986,5803855.015237906
Order_No_18052,5237909.855365706
Order_No_4093,3825156.177901406
Order_No_20823,4551875.343385994
Order_No_14666,5360392.958166814
Order_No_10791,4129880.3368009483
Order_No_333,5812412.795119139
Order_No_9049,4337203.555874438
Order_No_13816,4695793.192968392
Order_No_17046,4701728.1748680575
Order_No_14667,6105838.364822611
Order_No_3214,3905615.9569829917
Order_No_20636,7424293.744159954
Order_No_23568,4568802.2180239195
Order_No_12283,4035848.630073567
Order_No_11237,4162627.3850813564
Order_No_24427,5721907.843562087
Order_No_11352,4524037.603915437
Order_No_1996,6517317.76400608
Order_No_15316,4517099.8456870625
Order_No_25770,5418895.275103571
Order_No_415,4782025.092185916
Order_No_9991,4946976.86203964
Order_No_510,3525264.6013480867
Order_No_22463,3696197.087185975
Order_No_13013,6297132.781994414
Order_No_11427,6390891.319758288
Order_No_18421,5461334.907767027
Order_No_24300,3590723.9844688266
Order_No_26836,4024559.4215003005
Order_No_11777,3874460.2051839293
Order_No_19358,3879251.482707545
Order_No_22781,4881761.415526736
Order_No_7000,5871360.47748691
Order_No_15647,4514462.020353702
Order_No_1344,4271187.683813722
Order_No_12965,4043349.2204916193
Order_No_18118,4930488.675643066
Order_No_5356,4621793.063536489
Order_No_15254,6325278.507336897
Order_No_15290,5520131.053856564
Order_No_20632,4283229.690896483
Order_No_5166,5417671.26006683
Order_No_25148,5843764.150588328
Order_No_9954,5293447.391929598
Order_No_16796,4436711.886325863
Order_No_27926,5960323.264720585
Order_No_3580,6238524.726553058
Order_No_13606,4366424.239921382
Order_No_23189,4917593.953028484
Order_No_18281,3689548.504946542
Order_No_1407,6280228.937183051
Order_No_8600,3860535.9271158134
Order_No_18252,5832157.608949254
Order_No_16670,4424666.695678623
Order_No_17409,6210651.567595519
Order_No_10679,6243665.370717086
Order_No_12578,4854269.988001555
Order_No_2322,4654729.506199357
Order_No_16546,3772127.78761978
Order_No_24567,4428463.625749059
Order_No_22014,3732193.899764321
Order_No_12148,5301739.83884061
Order_No_17673,4528194.597099182
Order_No_7544,5312728.593906433
Order_No_23916,5827066.954882202
Order_No_9900,6008188.167397781
Order_No_2525,4428217.400719203
Order_No_9465,4540628.389693058
Order_No_10049,5188735.760198222
Order_No_6725,6356781.966069849
Order_No_687,4516221.108514656
Order_No_20719,4671847.843924407
Order_No_26867,4075946.3426949577
Order_No_4569,3382695.355949593
Order_No_22032,5177032.809375803
Order_No_21273,4549991.363352196
Order_No_10428,3852658.433071349
Order_No_20558,3672040.7994642234
Order_No_12926,4004273.3033184814
Order_No_12296,5313148.305982572
Order_No_971,5718759.526115006
Order_No_8396,5802139.5368188005
Order_No_26467,3664564.7549118656
Order_No_2129,5464013.738333693
Order_No_24465,3488695.923917013
Order_No_13527,3671481.914942957
Order_No_10788,4615031.73256128
Order_No_743,6192687.333561043
Order_No_1424,5762158.897596497
Order_No_14151,6445872.030218654
Order_No_2553,5957788.36335756
Order_No_26532,3492729.137840475
Order_No_7900,5828001.141987418
Order_No_24249,3510296.2051787134
Order_No_27269,4316687.778553112
Order_No_13310,5812092.519328487
Order_No_22679,5731208.675448928
Order_No_2074,4466403.67880249
Order_No_20399,4449359.549577921
Order_No_3652,4289056.265025514
Order_No_14584,5653138.502130833
Order_No_24756,4352862.680949908
Order_No_4124,4972522.486698719
Order_No_1145,4962227.210046393
Order_No_11727,5052566.032059272
Order_No_21432,4264259.830738241
Order_No_8151,5721918.443397879
Order_No_10733,3908313.7543543447
Order_No_7430,5366784.294844737
Order_No_16073,4362445.55462084
Order_No_3703,5680673.188216968
Order_No_22730,4813305.241750473
Order_No_7202,3659724.4272990357
Order_No_12393,4528396.454749827
Order_No_25829,5208824.972257442
Order_No_24220,4857988.732345187
Order_No_794,5715449.231455589
Order_No_4946,5873080.680911524
Order_No_28124,4902825.440693594
Order_No_202,6320463.174733313
Order_No_24495,5639709.3354613
Order_No_14105,4218095.92114808
Order_No_21854,7754636.283486412
Order_No_12688,3845166.2506897585
Order_No_22193,6470432.7575348
Order_No_26132,3801883.82044926
Order_No_1177,5410211.232544787
Order_No_6127,6155199.297421013
Order_No_21239,4477403.2535523465
Order_No_11821,4472002.361178384
Order_No_12272,5152230.564928989
Order_No_27666,5144922.4846756635
Order_No_7530,3916832.7021536813
Order_No_18886,4762528.141773306
Order_No_28008,4707835.688328632
Order_No_9239,6267355.820182525
Order_No_21667,3553057.5154859875
Order_No_25871,4127926.6895337673
Order_No_13998,5946530.994435502
Order_No_1728,3843385.4753368963
Order_No_3749,3591606.5165447155
Order_No_2721,5437343.579824777
Order_No_6052,5249521.163528148
Order_No_10973,5090250.5610221615
Order_No_4647,3711211.6138846893
Order_No_19139,6002696.166962037
Order_No_13292,4817040.087747783
Order_No_11389,3960728.804939298
Order_No_11606,5965560.144469165
Order_No_14398,3490350.7858329164
Order_No_21493,5430944.861492878
Order_No_28070,6251875.803133063
Order_No_18042,5368546.405708606
Order_No_15640,4645954.654419997
Order_No_652,4923278.697082806
Order_No_17252,5033920.169709505
Order_No_2325,6025537.058746553
Order_No_17714,4415031.090103764
Order_No_4041,4530697.229563437
Order_No_7635,6041148.467926217
Order_No_22804,5200333.601889602
Order_No_22268,5243495.144290466
Order_No_4189,5246086.5351977525
Order_No_7072,5479830.296804006
Order_No_28220,3870338.853879278
Order_No_18561,5926638.394282482
Order_No_10403,5469073.88513701
Order_No_3950,4772179.462498089
Order_No_146,5702438.973763232
Order_No_7314,3918373.0868805796
Order_No_6828,4730840.793169057
Order_No_7165,3653767.5825379966
Order_No_19095,4145888.27686057
Order_No_2893,4133156.7262853216
Order_No_21825,5227093.357286267
Order_No_2529,6299620.866541585
Order_No_20432,5423644.195992486
Order_No_11906,5761642.926084794
Order_No_22194,4213558.995277448
Order_No_19928,5495690.887487484
Order_No_13623,4646350.580426183
Order_No_1274,5861733.447920591
Order_No_14264,4651152.41048107
Order_No_1299,5205931.466286282
Order_No_6494,6154948.938379885
Order_No_18826,3623486.24062889
Order_No_19550,4730731.712287406
Order_No_22294,6100890.785227131
Order_No_2916,6099282.117386119
Order_No_21434,4179764.8585621216
Order_No_23006,3910586.1890397533
Order_No_1098,4781643.448408359
Order_No_12447,6358380.078745487
Order_No_26,6209402.72459058
Order_No_24377,4147995.6316792234
Order_No_26620,4289551.999206677
Order_No_14804,5621143.002816929
Order_No_1147,5936599.752301318
Order_No_2860,3787972.3302893816
Order_No_647,4377876.62762945
Order_No_13884,6985544.715328415
Order_No_19181,5180962.910524162
Order_No_8752,3805952.3647492547
Order_No_11114,5508502.858115014
Order_No_391,4400089.321638828
Order_No_27479,4844082.86552798
Order_No_9620,6089028.4141812315
Order_No_19085,4112250.1375265094
Order_No_17193,3121220.260763487
Order_No_18002,5092061.692431179
Order_No_24304,4254974.978397575
Order_No_28096,5820154.239842017
Order_No_20622,4689439.499522962
Order_No_16117,5392791.618233524
Order_No_9134,5235064.384536019
Order_No_9157,5421759.857125521
Order_No_15341,5222345.021684125
Order_No_18602,5612086.185749688
Order_No_19503,3973456.9125414267
Order_No_20384,4456633.789631566
Order_No_2718,4805485.885643479
Order_No_18302,4159791.5994115174
Order_No_15119,4868115.945975788
Order_No_6442,5991611.964629748
Order_No_14489,5730046.591278959
Order_No_10654,6305958.613706979
Order_No_2216,5597036.69783623
Order_No_9402,4052649.323084563
Order_No_27052,4608730.197098372
Order_No_12274,6235181.026199689
Order_No_17343,4318280.54416325
Order_No_25356,6284310.312306459
Order_No_27615,3901513.6123769637
Order_No_7734,4017883.8392508137
Order_No_22968,4602861.736828295
Order_No_675,3919274.1471847137
Order_No_16077,5648539.3202273445
Order_No_19888,3097587.493732049
Order_No_25993,5972939.283341437
Order_No_12342,5334798.270230898
Order_No_13741,4864001.633734561
Order_No_1172,4836168.303844333
Order_No_19269,4029300.7248339076
Order_No_12086,4793660.818326228
Order_No_17030,5177003.095698473
Order_No_23381,7042006.401560168
Order_No_16991,4208135.03960022
Order_No_22619,4930406.04287234
Order_No_2431,4526639.665303858
Order_No_20883,5128288.550955765
Order_No_5165,5042027.94928755
Order_No_14695,3521845.7118655015
Order_No_3937,3741335.1201762734
Order_No_24394,3823631.0314287785
Order_No_22519,5120326.630577358
Order_No_15570,6379508.628170884
Order_No_10325,5120538.061856946
Order_No_1035,5634299.258261159
Order_No_10746,3143725.7423970853
Order_No_14553,3837817.6421134765
Order_No_2982,3532428.5842545703
Order_No_11762,4875984.140630435
Order_No_23499,3459563.2624178254
Order_No_17511,4315596.320199044
Order_No_12666,5065556.278213151
Order_No_24302,4010096.906031071
Order_No_967,4205320.115064072
Order_No_20190,5919597.365259542
Order_No_19144,4453885.100808329
Order_No_20653,6008195.65121327
Order_No_5388,4647987.76529508
Order_No_15219,5957674.141793287
Order_No_5393,5251458.635076346
Order_No_6293,5429998.509907054
Order_No_18910,5990663.1022100225
Order_No_3425,4968149.817366895
Order_No_9724,3814960.0734816785
Order_No_22540,3730052.811225276
Order_No_23814,7285697.0641746195
Order_No_23385,5868340.140305616
Order_No_21778,3971878.200627291
Order_No_7838,5354048.302413917
Order_No_27870,5718995.683570868
Order_No_16951,3662854.74231199
Order_No_27600,6975058.099008243
Order_No_9038,4300516.539857809
Order_No_21074,3477107.079598531
Order_No_8100,5061471.427449003
Order_No_9804,3704589.8424873524
Order_No_20450,4313033.242284568
Order_No_3269,5726250.5811940925
Order_No_6267,3180270.7284936863
Order_No_12169,5103855.854289326
Order_No_1039,3784150.4024261585
Order_No_16591,4810948.564923026
Order_No_2305,5996454.080881459
Order_No_27019,4800546.758530932
Order_No_13669,5745408.1022052225
Order_No_12027,6687069.758297547
Order_No_13790,5154614.191224763
Order_No_336,4125752.943878578
Order_No_1690,4835875.2599329
Order_No_11400,3343165.6375442115
Order_No_28187,4609594.05736246
Order_No_22736,4222456.2740177335
Order_No_15593,4640032.188808839
Order_No_8404,5047636.596267302
Order_No_25640,6425422.039056529
Order_No_10912,5960157.351065227
Order_No_5513,6285170.230557992
Order_No_1669,5016404.320673193
Order_No_8078,3928973.611275698
Order_No_7858,3930961.977501141
Order_No_7226,5803689.768285513
Order_No_13937,4657952.129512729
Order_No_5611,5627894.436678423
